;we.ep;we.eBH;wi.ep;wi.eBH;;;;;;;;;
8ecc654d628188e894f70a3d6a174ff7;0.54802605;0.992113248;0.541025748;0.993135391;;;;;;;;;
de1cb388a0834c00db3e93da5eb2138e;0.490786803;0.991537702;0.512199841;0.993144833;;;;;;;;;
c5af35529d06ca5d042311b8b4e38074;0.4795647;0.991284374;0.493722684;0.993147621;;;;;;;;;
7645c5f6441ba2ef80b96c9dda100e9d;0.457031918;0.991747467;0.513529026;0.993147704;;;;;;;;;
790ed4fcae97f42e39f08b1d86cd4860;0.508088783;0.991551138;0.538929774;0.99315129;;;;;;;;;
85d23f4ae13c645d21ad785b7fc546e5;0.412342475;0.991416066;0.451329507;0.993151415;;;;;;;;;
e7a1ebf99c14b57c7edec2cf89b6cc2a;0.431872239;0.99135375;0.430025902;0.993156396;;;;;;;;;
7f0769780a5c8363c7537c3bfbdfbe01;0.502495981;0.991731379;0.516122159;0.993161143;;;;;;;;;
aa383260a54f2adc1814ad36b9fef394;0.252427756;0.990416944;0.212668076;0.993165049;;;;;;;;;
65756d6f7eefb5bf17d653b3a8286b70;0.419330603;0.991651544;0.469269334;0.993166431;;;;;;;;;
7cf7f13499ff7f9a280b591cb0bb1ca8;0.510719719;0.991104503;0.532583685;0.993172541;;;;;;;;;
995a331f08246a45ca15eb0e2d5a6165;0.475202328;0.991549733;0.532555726;0.993178948;;;;;;;;;
530dc454e0aa991706bc3eb7c9472ac9;0.495025326;0.992226926;0.515455638;0.993183138;;;;;;;;;
c3b11e69f079e6ae6cf6931f6d4fe56e;0.508289891;0.991820638;0.501996349;0.993183967;;;;;;;;;
16de7241e2246ed7e83246016eb99543;0.491561913;0.991256112;0.54265895;0.993185258;;;;;;;;;
6de35c8fcd180546c377dfd514f349bc;0.54028625;0.99244365;0.552619164;0.993187895;;;;;;;;;
2069de9d193799a61b7524157b6e37fa;0.471569486;0.991353916;0.514475139;0.99318887;;;;;;;;;
6c4ffbe92232e88f3a43b127484ab79d;0.480792177;0.99046074;0.538618367;0.993189326;;;;;;;;;
c64660660fd4c1790124dfd3c2ed4e53;0.477096444;0.990998867;0.49558695;0.993192294;;;;;;;;;
a3ed16f1b39873b88c89d8ea8de26ae3;0.563107107;0.99284099;0.564459713;0.9931953;;;;;;;;;
b2f09c7b69cdb480e1d82ca22688442d;0.520591936;0.992741756;0.558604355;0.993203985;;;;;;;;;
a549076b0d39f224271714349835e35e;0.493104415;0.992120156;0.515649745;0.9932078;;;;;;;;;
f6569f1cd344e0121a1e7ed8ac80b648;0.500062472;0.992152683;0.522285068;0.993215519;;;;;;;;;
c9761b2bfb7a3f6d0d0f9ef9d64f2c0c;0.475653957;0.992016045;0.481462747;0.99321641;;;;;;;;;
f979002bb8e5e75e308072eca79219a7;0.462329783;0.991697972;0.508203286;0.993218241;;;;;;;;;
2f442411e1b7388e8c3fa9a3660b3eec;0.493683888;0.9917266;0.508480306;0.993218315;;;;;;;;;
4305a8964ced7fc042a991f1a63e03e1;0.540194903;0.991779211;0.558817745;0.993220444;;;;;;;;;
b57d706f528e895107e92a78a752b88c;0.499170804;0.992124216;0.516819853;0.993232412;;;;;;;;;
144c5fb643e3d8b81e9e230ea771a51b;0.487250987;0.991959439;0.511614305;0.993233568;;;;;;;;;
fb5c9aed8e1701ccbb36dfef407e0a71;0.528854751;0.992376681;0.551047666;0.993246678;;;;;;;;;
274683b80dd6962766ee5c6d7380621d;0.483136389;0.992149799;0.494581062;0.993248013;;;;;;;;;
9096df218ad8d4d03aff6922381e5bb6;0.505034795;0.992474345;0.524370437;0.993248409;;;;;;;;;
90c00f2846fdc0022ac280db01f96a7c;0.511964987;0.992172708;0.529160775;0.99324865;;;;;;;;;
b3ee038c01ef96886085ab26af60d9ce;0.508841849;0.992026363;0.534404245;0.993250345;;;;;;;;;
1145629fd3232865cfac757643dbaf1b;0.481668542;0.992449022;0.526607813;0.993263719;;;;;;;;;
efd28754a032bcdc967da42307d8c002;0.494301747;0.992140565;0.510101617;0.993279804;;;;;;;;;
be1783d080e32c795b1f9ef1d6574f77;0.506966636;0.991776087;0.559067128;0.993285787;;;;;;;;;
14959400810f9f50e101b0603964c5cb;0.496767815;0.992063143;0.52083569;0.993296484;;;;;;;;;
fe8eeee18ea3190ec7c6af0e7a772d30;0.52521868;0.99299381;0.545685932;0.993299693;;;;;;;;;
7fda0babfd1d2fd7ca1c86d253f6114a;0.51967009;0.99238068;0.530768909;0.993300998;;;;;;;;;
0e94895d564b01cd86d361703d1e1a56;0.563363503;0.991549085;0.579324352;0.993303178;;;;;;;;;
da9b8276c405e00ec61f636262373144;0.520394846;0.992979924;0.532723802;0.993307108;;;;;;;;;
e180fca284b7fa5cf016ba6458108d91;0.497759221;0.992569989;0.497785119;0.993313853;;;;;;;;;
dcf1d346d49452f894cd0789ee035304;0.507072199;0.991873758;0.540796933;0.993315881;;;;;;;;;
54de28ee992b5e0b846279e7c6dbec51;0.466093704;0.991590005;0.476425275;0.993317945;;;;;;;;;
be7ca97969a1e8e25f26214a09f30dda;0.51491448;0.99181069;0.524411251;0.993325706;;;;;;;;;
a85fbe675fc398a95f9eab98237af263;0.523117331;0.992168588;0.521170557;0.993326794;;;;;;;;;
737fbd3eb4141d780071e261bee7f40f;0.477105278;0.990436936;0.524053887;0.993330337;;;;;;;;;
b73161374f420bc2ef8cecf11a1532b4;0.494349489;0.9913996;0.52288378;0.993335598;;;;;;;;;
9e136e2050785396a6d700d76401d991;0.414846652;0.991392147;0.439320239;0.993339276;;;;;;;;;
5c2907b02ba45a25f052ef41da013571;0.486827605;0.991717762;0.535791598;0.99334905;;;;;;;;;
5ae9bd70a712d1244abe72673bb349a3;0.477839561;0.991434595;0.510590099;0.993351219;;;;;;;;;
6e1c9dba8145ad73be135a810024f249;0.517960108;0.99264117;0.528115038;0.993351378;;;;;;;;;
d97c337744300e05e9374b057f2489e1;0.505238735;0.99221967;0.538031867;0.99335195;;;;;;;;;
05067f95aae7fad78c8b8508eb971736;0.521030093;0.992272461;0.512411302;0.993356756;;;;;;;;;
3d55a8022bce6b4ee676d319ec802c36;0.48629139;0.992170855;0.495988662;0.993362766;;;;;;;;;
bc7d5edf9abc73e08fec1f4ea258b0a7;0.405835435;0.991116461;0.470811266;0.993367028;;;;;;;;;
8fa3fc95fd17ccbbd37750516022b819;0.498078232;0.991291239;0.539340485;0.993367753;;;;;;;;;
c45b5519cfe46f35976752085004b8fe;0.469047885;0.992307636;0.489309633;0.993371011;;;;;;;;;
d6f0e77fb3d0ff37d144d9d347507a72;0.54270899;0.991914309;0.571650041;0.993374081;;;;;;;;;
bf292f583888b678f8bb90bb101f9a0f;0.500028247;0.991500958;0.510533538;0.993376912;;;;;;;;;
3546e799e22e96ae38bb08aa1800b712;0.498929655;0.991668656;0.545177525;0.993382353;;;;;;;;;
2f89d3ca34adb97b228a297bbd3e0034;0.496244394;0.991825204;0.530256646;0.993383372;;;;;;;;;
5ce0422582d95b3db25d16dec11d7dd9;0.491771738;0.992206878;0.539948838;0.993384482;;;;;;;;;
56f83fc1b96cc1e6b4b265422265c986;0.453041467;0.991426766;0.507628355;0.993385241;;;;;;;;;
9726ee71cd75a53c65c65a55d4daf99f;0.463794025;0.991648084;0.475681625;0.993385942;;;;;;;;;
fa3fbbac68508d45bd02d62152928e1c;0.439486496;0.992265594;0.507598468;0.993389224;;;;;;;;;
0fc8b817bbed0f4f1227727d0cb03852;0.308549364;0.991230309;0.334715973;0.993391335;;;;;;;;;
3ecbc14f463f7c4cdad5365dc9b0fd68;0.48338564;0.992639092;0.466838814;0.993395704;;;;;;;;;
00307f148b8d79700a5842c5e352a72a;0.496932391;0.992552732;0.498054427;0.993411348;;;;;;;;;
c04b2cddcae1fbc94564657f9609bcd2;0.482464897;0.991633158;0.499096308;0.993416021;;;;;;;;;
c338a7d2c0d370ac44224b69baed2b88;0.457467202;0.991679425;0.505888138;0.993423339;;;;;;;;;
4e4cb10417b85d935196cabfabbfb366;0.16736189;0.990757303;0.184338685;0.993423428;;;;;;;;;
01e6373d8ac69010e4d958034557c9a1;0.509844961;0.991984506;0.527825805;0.99342351;;;;;;;;;
2bf0b2944bb41b21e8cfaee7bb967ef0;0.533861284;0.992254619;0.592650915;0.993424431;;;;;;;;;
645471ea33070c614aaf2272c1d3f9c3;0.495423042;0.992192892;0.51829012;0.993424965;;;;;;;;;
f646e85f2f7076148f8361e87a9eb675;0.525283137;0.991483867;0.56994646;0.993425131;;;;;;;;;
4384766cc7f6bec3d179b4efffe19ea2;0.482769743;0.991552596;0.490881774;0.993428059;;;;;;;;;
2ed913644a11083135261609d2405b37;0.49659648;0.991595691;0.518839341;0.993429476;;;;;;;;;
488984b26ea97d9d2dcf1313922715d7;0.453940888;0.992239646;0.504530672;0.993436052;;;;;;;;;
b28f2eb05ba4d30311e604cf9e59453e;0.477169067;0.991367115;0.501037382;0.993443259;;;;;;;;;
006a803adad6d60e30e15edefe4d3cf3;0.498133169;0.991729487;0.518096977;0.993449082;;;;;;;;;
ad4b5b5eb21feb4d97d635b1823bfa73;0.493899955;0.991871996;0.511361387;0.993450803;;;;;;;;;
f43dbe80d7bf96689b0e590aca60d0d5;0.479116926;0.991759955;0.493167357;0.993453864;;;;;;;;;
c502a0fc115bd513c0c0edd0535f169c;0.51941109;0.991658392;0.55724464;0.993453899;;;;;;;;;
39c7a0db10e54775f450b39b21bb0e7e;0.522112124;0.990781179;0.540067423;0.993459029;;;;;;;;;
eb6059a8af2ef78835ca46948a6fe834;0.39175899;0.990622859;0.391063991;0.993468516;;;;;;;;;
4068614c15e208d2943968f3cf76b8cd;0.474314512;0.991863559;0.513903422;0.993469485;;;;;;;;;
476f3355162fee506dd80815c8318843;0.49447104;0.991620036;0.517505977;0.993475966;;;;;;;;;
e40e1951619ca9c49f82b8aa85ad4c1c;0.495362132;0.992077982;0.513069146;0.993477094;;;;;;;;;
e03269f8f1d7eb6619104f4204b541bf;0.489832557;0.992080788;0.50606457;0.993485755;;;;;;;;;
f0b93c0b5771188c32e965f8c77c7007;0.464474908;0.991328041;0.501663089;0.993504533;;;;;;;;;
d295301ca316b11f916b115180d6a92e;0.265305236;0.990560265;0.170186523;0.99350472;;;;;;;;;
032d00ebee2e2aafe4d7ebcc02e52372;0.60090015;0.992756611;0.550834919;0.993516479;;;;;;;;;
8a2688eb5d3a77d9ebaf55603f6efda1;0.199346831;0.989938282;0.255211976;0.993517574;;;;;;;;;
b752b73802bc71a65f3c2291b64cf8e1;0.518088714;0.991958978;0.53743187;0.993520802;;;;;;;;;
4695def9aa9b9fe9615181096b6c5930;0.488556303;0.992064154;0.500367968;0.993529291;;;;;;;;;
7a0445929e8990ad5d16cba005cf427a;0.505873998;0.991814711;0.528812731;0.99353298;;;;;;;;;
c6e451196046c9ee704a20db38c13d98;0.450444569;0.991890947;0.465332553;0.993545607;;;;;;;;;
6f314d12cac8f42e20c9705de0db06f0;0.493748848;0.992366489;0.515717233;0.993546531;;;;;;;;;
28478e2fef641117de869ace023e1a69;0.494033302;0.991740373;0.556088994;0.993547574;;;;;;;;;
b28ae07056b7c8938313956c9f577887;0.509760826;0.992042657;0.535130219;0.99354985;;;;;;;;;
4d183abeb0e9c70414b718b8d89ac68e;0.437927567;0.991304662;0.460019989;0.99355014;;;;;;;;;
5e4ddd8378da31113fb57ae9c99d64c1;0.517917728;0.992459126;0.564605294;0.993552975;;;;;;;;;
3e42f8bdb5f714f2776831d4fe69696d;0.501126145;0.991676816;0.538807332;0.993553398;;;;;;;;;
e4314cf2b11dcdfe94ae26486f90d25e;0.493009429;0.99170567;0.503471115;0.993554307;;;;;;;;;
edf096653d4487df909feada7259837c;0.52211726;0.991932657;0.541148511;0.993563133;;;;;;;;;
4f20864fb04f20ca6394225003ead91d;0.48152782;0.992021372;0.519246195;0.993563156;;;;;;;;;
207b4a32d35959e81338b4a5f598ea61;0.456071759;0.991441395;0.495176882;0.993569183;;;;;;;;;
3d5d60977d2c9e1452ca2a6f5934d635;0.5226347;0.992187324;0.568739073;0.993575758;;;;;;;;;
c728ea1e6d78d73d07ae9c9cc88f6282;0.470869015;0.991923189;0.54725968;0.993576038;;;;;;;;;
1e076191308649dc908ba1b8f68550bb;0.483373657;0.992462779;0.515058746;0.993578004;;;;;;;;;
8786ae87bd4691199d02a00a174c553f;0.542351222;0.99255032;0.560338788;0.993579512;;;;;;;;;
4a7997099339f9721c0c1a3fa9851314;0.475307695;0.992159595;0.515630142;0.993582095;;;;;;;;;
abb0ef47a7167ae19e2dfaa8550ffa1b;0.492118609;0.991621797;0.527693722;0.993587806;;;;;;;;;
a136e882eb16bf23175cc407892a23ea;0.474960705;0.992194488;0.515332232;0.993589319;;;;;;;;;
1cf299c9044edc0e03e6fbf6dbfe1896;0.444285541;0.991385704;0.468598956;0.993591093;;;;;;;;;
22de47188d9e4d8476b2be6ab133c5f5;0.491432955;0.991911985;0.506480744;0.993597184;;;;;;;;;
efed3b3be7fc9f35c94c803114557f04;0.573967661;0.99185257;0.544488508;0.993597904;;;;;;;;;
4fc709498f6e4f462fdd453db6aae92d;0.499887313;0.992578544;0.522432898;0.993610577;;;;;;;;;
2e0603e66ce63eb320e1d9b1f8297190;0.572423801;0.992038582;0.550225923;0.993612697;;;;;;;;;
4ee14fc682f97db3e38f0a040fcb9901;0.48783384;0.992359081;0.510227915;0.993614664;;;;;;;;;
92ec0d5f11bbb1f545ae75c67d0ec56c;0.444184075;0.991364348;0.477763459;0.993614894;;;;;;;;;
ae98d2ce64f6657e189f1ec7832dd9e7;0.492404795;0.991731534;0.537301072;0.993615743;;;;;;;;;
4cd793706affb6bd3294791ab296d3da;0.443210059;0.991439584;0.513221154;0.993616126;;;;;;;;;
ce39d2818560bb56d743e082d2e3d0d5;0.507460001;0.992257646;0.494821126;0.993617977;;;;;;;;;
43c595188075cd27458ecd8118cd1dd0;0.430253774;0.991500287;0.45703125;0.993631388;;;;;;;;;
0f50f3c4f6a3e24dc347b804ebe16d05;0.476425722;0.992521508;0.505991619;0.993636148;;;;;;;;;
c6129638bcaa8532e1d7bcd5c51b3cc6;0.536319938;0.992200312;0.530305494;0.99364026;;;;;;;;;
81f9ceebfaaedfebec767d8f687cec03;0.461550381;0.991341433;0.50178296;0.993641414;;;;;;;;;
132855a6fa00bd8837d9a669bdae910e;0.513949019;0.992265593;0.524913873;0.993646276;;;;;;;;;
606693a3eb5c22a65dc4d0e86489fc51;0.404522881;0.992077462;0.417915081;0.993647969;;;;;;;;;
d5ceca7077afdbe0ad6e4b47cddd577b;0.50055642;0.99187642;0.531981759;0.993657403;;;;;;;;;
dabf6e983f8f330cf6c72a95686bab4e;0.533434742;0.991669905;0.5569914;0.993658243;;;;;;;;;
f4f11b25b28c1226be90670e50311f02;0.413346149;0.991540147;0.428695431;0.993660808;;;;;;;;;
e06c6cd4498df713b8b203164d550a5d;0.496892957;0.991950076;0.512829404;0.993674965;;;;;;;;;
58bc3053787d9d5b1ed0fb0993b43738;0.533712588;0.99185599;0.534208852;0.993678252;;;;;;;;;
bd1dd02076ad2a48883566f87612b1e0;0.488343176;0.992256914;0.494211487;0.993680133;;;;;;;;;
fb807da7bf8ad6dd4c18e19eead50c28;0.478188112;0.991787455;0.498048643;0.993686258;;;;;;;;;
293cdb9b4f22d2ac6e465f349ab26a84;0.504163886;0.991594533;0.525541829;0.993689045;;;;;;;;;
1de847beda11b1b415c462339456c94c;0.408343197;0.991544612;0.420256582;0.99369001;;;;;;;;;
d83b441b49b83c46bd373c16d3cd0d41;0.458548322;0.991715503;0.518708222;0.993696203;;;;;;;;;
baf18d34d7848b06d1a372c79b0e05ab;0.471426292;0.99128943;0.47596186;0.993706909;;;;;;;;;
1400fbd566c3245de6486f1138017c94;0.525089358;0.99208708;0.555945663;0.993712349;;;;;;;;;
f5f2d33447c78d6c3c4610f82be897bc;0.495742575;0.991686549;0.522152021;0.993713028;;;;;;;;;
5da94dbe452b6edb82c43b21c09cd37a;0.533604322;0.992415395;0.555016583;0.993717513;;;;;;;;;
567b0a6f81a47ccfa0d19a5a078afc86;0.494960491;0.992671633;0.512316498;0.993718166;;;;;;;;;
d8dbf78751f7bc286ebe21984b337549;0.502141665;0.991386195;0.539917344;0.993719001;;;;;;;;;
39895ef8c6aad3d13e0005aa4d90ad57;0.54098014;0.992077355;0.561206165;0.993719764;;;;;;;;;
e725e2650aac98d86938615d2add6770;0.457754474;0.991850825;0.486065084;0.993720413;;;;;;;;;
460ddeeaa48bf08c5ee980d667fcdfab;0.504014016;0.991767487;0.543413526;0.993725303;;;;;;;;;
7d55fc5af74d1ccf29d851bcc61e52b4;0.487605589;0.99204803;0.508660274;0.993728804;;;;;;;;;
f2e00fd06c765da4212d8478617229ee;0.519837865;0.99159355;0.538659181;0.993732387;;;;;;;;;
0241a85b35abb8decf9070e498b71279;0.477506886;0.991539623;0.509066485;0.993733758;;;;;;;;;
929bf4caa59b0732b2dff3ddb5ec9226;0.451552671;0.992240486;0.49993669;0.99373491;;;;;;;;;
e0b80625b4d3cc47fde53d88f27cf24a;0.52205653;0.991818851;0.514547447;0.993742444;;;;;;;;;
c543e15793deb9bd381b86180160813c;0.482911771;0.991478832;0.54658641;0.993742825;;;;;;;;;
ee8eb3dae1519fbfbf936182892049a6;0.525397418;0.992547542;0.526429774;0.993744232;;;;;;;;;
15afb4bfee1e2f37cc43fefdef38979c;0.52149079;0.992025851;0.541063027;0.993755897;;;;;;;;;
a242ccb116f8323fc582c001cb2c02c0;0.472664813;0.991397692;0.479012623;0.993755973;;;;;;;;;
213252b64461081eb820c3cce63f7976;0.497520873;0.991252972;0.497139809;0.993758809;;;;;;;;;
ddf761b0236f11e6513bee1ba692b2b5;0.48670444;0.992331606;0.521422511;0.993764068;;;;;;;;;
31ec348930091f64cff5cbf6e22943b1;0.457422082;0.991580599;0.515663564;0.993765858;;;;;;;;;
94360b1267837fcda8c621908c6a1852;0.422626655;0.991398174;0.489089174;0.993768589;;;;;;;;;
d44cb34a1dbc4d532600942cf3fb38bc;0.487940333;0.992219936;0.508253419;0.99376901;;;;;;;;;
c9a5f6a5c8e86a4bf05c4250dd27ab5c;0.400835728;0.990748044;0.43598442;0.993772895;;;;;;;;;
f32856021e2c9c4ea17e09cbab5d907a;0.518822707;0.992290661;0.556717593;0.993777607;;;;;;;;;
c5ff467a2af1d98881e0eb00588314c4;0.544362802;0.992179318;0.566412035;0.993780568;;;;;;;;;
c6d44d39f2b80caf62232dc79f9d0b2f;0.493868609;0.992621315;0.550173861;0.9937824;;;;;;;;;
d7b8bf8a9c34dd754fb7df07310052cf;0.456879501;0.991755551;0.503360243;0.993796406;;;;;;;;;
cd69449e095cd3d887d9b1757454e725;0.494588968;0.992022895;0.54197636;0.993797478;;;;;;;;;
f5e70a138309e782fb5e52106b639084;0.467816654;0.991777984;0.491157188;0.993799159;;;;;;;;;
3933aa270a97b73a1d2255d3b9f20813;0.505452102;0.991157439;0.565328697;0.993803141;;;;;;;;;
2edb2ff3dc53cebd80d8dd431d74d7e7;0.384123911;0.991349891;0.421820367;0.993809416;;;;;;;;;
030765bc05492366bd893ecd595d4601;0.519127581;0.99187766;0.536001131;0.993809558;;;;;;;;;
d9a8f40f088bb575843a8cbbca00dea4;0.514543088;0.991779224;0.540665814;0.993811761;;;;;;;;;
b7302755aa5eec7b7dc8f2a5dd4db094;0.513677229;0.991684249;0.528327463;0.993813767;;;;;;;;;
ea2abf3e32f74be43f31c58cbfed2aeb;0.446398981;0.99199951;0.477849907;0.993823183;;;;;;;;;
a6ee3b25e102d8d433e5ca34916e6fd4;0.505902293;0.992559303;0.520082399;0.993825431;;;;;;;;;
93ddbf37c6b67ad69486ae5efe3c6fae;0.508761383;0.992603214;0.539404116;0.993827505;;;;;;;;;
e7eea46e3e724348fbc7775cd36b52e3;0.522179225;0.992049708;0.539085317;0.99382787;;;;;;;;;
cbfa9b95bb2e6951b637ed1abea07e68;0.493742758;0.991865112;0.554650542;0.993828684;;;;;;;;;
bd01d54e450d3f0949c2542f78b4a1fa;0.496646129;0.992347614;0.53277972;0.993831802;;;;;;;;;
df1ca1feacbc1803a1eed772ecf5d25f;0.506600159;0.991911277;0.534763536;0.993832687;;;;;;;;;
3f5abece47f6555bf365947f436393c6;0.471313575;0.991296708;0.511109754;0.993833118;;;;;;;;;
150e718138dea31a676b7fb6ec1c27dc;0.501709018;0.991587966;0.551661482;0.993841777;;;;;;;;;
5c3549c1005916daf56dd08407d0680c;0.430158429;0.991317204;0.474631067;0.993841971;;;;;;;;;
8edf90f35bde86d7ebd6b236d9cdce7d;0.545758812;0.99102742;0.5703125;0.993848321;;;;;;;;;
07e46e8e8420a9d8e2c774b2a688151b;0.465842908;0.991585552;0.504262006;0.993855724;;;;;;;;;
edd2627b19d150d6c6a2e299a7c07b24;0.523484286;0.991807451;0.536503432;0.993857459;;;;;;;;;
d33263847681490454bee4d62b1c4e27;0.463822126;0.991301546;0.512870539;0.993858573;;;;;;;;;
d5b4d8a9cb6638bb82c55bc97dbe3426;0.479214418;0.991968231;0.529677859;0.993862562;;;;;;;;;
8b28ef129be86e4098e20a5605f9ce5c;0.503872424;0.992212339;0.562709854;0.993863454;;;;;;;;;
bdefa91daab49090c741390f8cea6018;0.481945341;0.992510967;0.520979021;0.993865365;;;;;;;;;
4f90624d85f6ddebfbefcc55dd601da9;0.546637096;0.99249379;0.537799838;0.993866998;;;;;;;;;
62b80345ca5aaedebaab90793288c3e6;0.493194338;0.992230606;0.511676008;0.993867651;;;;;;;;;
314ae8f11c7fcf880a3724e0f257c8c7;0.498650533;0.991973973;0.530363341;0.993871907;;;;;;;;;
a88ce8ff1e85a36f46075d55aecd62e7;0.50945654;0.991669284;0.542153113;0.993874709;;;;;;;;;
ea887050623788d73d3801dd0cd74664;0.50211392;0.992092025;0.518310045;0.993877547;;;;;;;;;
6f879fb574c44edb4806874c0cdf5bcc;0.488483691;0.991895871;0.511869472;0.993878907;;;;;;;;;
a70b403dca6a4f58d5868a30508de5b8;0.500131687;0.992004556;0.502305186;0.993883118;;;;;;;;;
10081abd2d7f7d622253a85609385402;0.527372401;0.99182054;0.524597002;0.993891462;;;;;;;;;
f4530193c39428201e5cfe2138ee1388;0.506851228;0.991918433;0.535677833;0.993891949;;;;;;;;;
3562c1090823a97f41ab157952521ed4;0.477752704;0.99219637;0.516981823;0.993897592;;;;;;;;;
c137e009b2c19ff28689589f7edd1531;0.498686052;0.99173722;0.532307949;0.993906833;;;;;;;;;
4d5ae7d529272e8c0703930080bde2e8;0.501556494;0.992140778;0.500275414;0.99391088;;;;;;;;;
11c7dd57823718a17f005c640ce8ae5b;0.483699254;0.991763226;0.535345537;0.993911577;;;;;;;;;
ad5df6dbcdbce72bf896e02a35045c13;0.515729626;0.992261358;0.54593178;0.993913708;;;;;;;;;
950a2ccd1834b91419f0d1a77c8e4b40;0.515264102;0.991642867;0.558051921;0.993919422;;;;;;;;;
85d3051f81303e79afd375c5488936e9;0.355891487;0.990992989;0.417000141;0.993920213;;;;;;;;;
06ffb8a6e6689095ac6c30c4d11d3637;0.479078008;0.991841009;0.501844984;0.993930328;;;;;;;;;
fd9e7591b46e44ef1719d4548100f2ef;0.465540258;0.991734047;0.472906597;0.993947719;;;;;;;;;
745c6be87936f98a9c6520d2ad17acb5;0.536210079;0.991767302;0.552717182;0.993959264;;;;;;;;;
3726d927736a1d92ab175a0b736bcef5;0.481050511;0.992221404;0.492131582;0.993962063;;;;;;;;;
1f0c049d79cde293581c749d61df457f;0.375843993;0.990894389;0.352588955;0.993965582;;;;;;;;;
21af8844d7880d38fafe3b8fbab98350;0.464194336;0.991472102;0.527856656;0.993966847;;;;;;;;;
abd1dbd96c806f0318d843abbe553f02;0.508803187;0.99142104;0.54264031;0.993970387;;;;;;;;;
28db4f080bfa29e5cb6682a6835747d0;0.488510764;0.991782464;0.525362184;0.993971529;;;;;;;;;
c442d574b99e1c374bf9101346b7889d;0.4629516;0.991392137;0.508897766;0.993978283;;;;;;;;;
78c0cfe0dd03686da5bdd75ccad31fa3;0.347834336;0.990957551;0.424243174;0.993979474;;;;;;;;;
85779e70782cef91051adcdd1a953680;0.427515329;0.991548082;0.463126671;0.993979889;;;;;;;;;
9028d0a198710fab73c1861d4ed6eb7d;0.498727943;0.992815869;0.510002635;0.993991818;;;;;;;;;
663b6ffa449d390debe1bcc76c5cee89;0.475636165;0.99128952;0.527702399;0.993997781;;;;;;;;;
85f35d28659a72810f8bc3df12aa7f15;0.520977307;0.99195389;0.540711448;0.994003519;;;;;;;;;
b69dc987eaedc64e337476bf49350134;0.545950113;0.99193075;0.558796213;0.994003989;;;;;;;;;
33980ef23fb08acdc8006d76ee4a4e12;0.531505787;0.992041714;0.558817102;0.994005765;;;;;;;;;
2b95bbb7942e6f06a78420268d4c2bd1;0.516912706;0.991915253;0.551631916;0.994006995;;;;;;;;;
f65d811d9c481f84828f6395e2566750;0.463503847;0.991664542;0.526350075;0.994007218;;;;;;;;;
88c53cb7f5c8242f7953dab756817800;0.469180954;0.991923922;0.504535492;0.994009961;;;;;;;;;
07aa233eb7e7fa746a8ed4a46e2b9b8a;0.581039024;0.992584328;0.574623355;0.994010022;;;;;;;;;
8c2d7a485c24edb0c33b72ddc30456a8;0.473340797;0.991624823;0.498780723;0.994010833;;;;;;;;;
9039e8bf1d47b70f3c7bfaa0a10f85ff;0.468448223;0.991885986;0.519125039;0.99402472;;;;;;;;;
e952a4e0ab430b7eb65b9271910d335d;0.504382032;0.991894215;0.544982453;0.994026075;;;;;;;;;
eebaf392b8b4a28a9946c7546f6a622f;0.506036964;0.99247506;0.555763767;0.994033595;;;;;;;;;
4b9c9c0ef3bf060b3cc36fa1b8a55f8b;0.47880115;0.992015588;0.488480178;0.994037392;;;;;;;;;
94e150b9aa9e6a417b2b82ff0be078b7;0.448582388;0.991324431;0.537918745;0.994045336;;;;;;;;;
ca28bf709157680e10a89112bcf2b48b;0.520824666;0.992625843;0.56426657;0.994045541;;;;;;;;;
5e1e74d7377d1912c6abb761e298ed6f;0.510929889;0.992013539;0.532516197;0.994045823;;;;;;;;;
8571289eb4cdf808065106c073007233;0.386584745;0.991074013;0.440903949;0.994049082;;;;;;;;;
a610d999f2e5c7715027efd7327c304e;0.473050442;0.992188962;0.49348969;0.994049225;;;;;;;;;
ed594a4e12566aec8d338e13c3981c80;0.500355097;0.992054172;0.514882636;0.994056483;;;;;;;;;
0321101683ab73a315e72467bec8ae04;0.45495243;0.991971667;0.475541187;0.994060148;;;;;;;;;
3c91581eda34cb4b4a3e52a0e2a451d5;0.498079138;0.992423927;0.515655852;0.994062485;;;;;;;;;
a484be586c17d81720790e36f477410c;0.56802054;0.992130699;0.5846472;0.994066296;;;;;;;;;
1e41cbb1ff94273deb500f3ad08f7650;0.509572412;0.992386671;0.555090498;0.994069515;;;;;;;;;
1d3d8016e921fb697e73942e3c7cf2ca;0.507088903;0.991654359;0.511619125;0.994074829;;;;;;;;;
5976c870d9203a54b9496f007aee01b6;0.472309787;0.991929693;0.52786469;0.994092037;;;;;;;;;
f8620f4ee582378870023f5ffb99fbce;0.501010313;0.991989553;0.527618843;0.994093062;;;;;;;;;
0db0a7d3200bc0d4d69f4012852e22f4;0.508204729;0.991320478;0.514541984;0.994094613;;;;;;;;;
9b67cab2851a2397da2294994f8d7aa3;0.550902731;0.98861545;0.564758587;0.99409751;;;;;;;;;
706ec2b1cb387590f2f69f31bc9529ba;0.4608586;0.991322728;0.521069326;0.994100199;;;;;;;;;
e432d87b92156d4d82b51bc9564c5d2c;0.556626262;0.99250113;0.551728005;0.994108943;;;;;;;;;
1ad61edae06b409d75cb11c9d43138e0;0.508222517;0.991939689;0.500507764;0.994111204;;;;;;;;;
